Epoch 0:  loss = 8.7426,  acc = 0.0950,  val_loss = 8.5479,  val_acc = 0.0800 
Epoch 1:  loss = 8.4189,  acc = 0.1800,  val_loss = 8.5006,  val_acc = 0.1385 
Epoch 2:  loss = 8.0570,  acc = 0.2750,  val_loss = 8.5144,  val_acc = 0.1302 
Epoch 3:  loss = 7.8136,  acc = 0.4350,  val_loss = 8.5225,  val_acc = 0.1292 
Epoch 4:  loss = 7.6496,  acc = 0.5100,  val_loss = 8.5007,  val_acc = 0.1501 
Epoch 5:  loss = 7.4585,  acc = 0.6250,  val_loss = 8.4728,  val_acc = 0.1680 
Epoch 6:  loss = 7.2773,  acc = 0.6850,  val_loss = 8.4385,  val_acc = 0.1626 
Epoch 7:  loss = 7.1713,  acc = 0.7400,  val_loss = 8.3845,  val_acc = 0.1625 
Epoch 8:  loss = 7.0366,  acc = 0.7650,  val_loss = 8.3527,  val_acc = 0.1730 
Epoch 9:  loss = 6.9804,  acc = 0.8100,  val_loss = 8.3454,  val_acc = 0.1844 
Epoch 10:  loss = 6.8842,  acc = 0.8700,  val_loss = 8.3457,  val_acc = 0.1916 
Epoch 11:  loss = 6.8314,  acc = 0.8950,  val_loss = 8.3453,  val_acc = 0.1969 
Epoch 12:  loss = 6.7637,  acc = 0.9250,  val_loss = 8.3208,  val_acc = 0.2087 
Epoch 13:  loss = 6.7096,  acc = 0.9300,  val_loss = 8.2912,  val_acc = 0.2199 
Epoch 14:  loss = 6.6602,  acc = 0.9400,  val_loss = 8.2464,  val_acc = 0.2389 
Epoch 15:  loss = 6.6152,  acc = 0.9350,  val_loss = 8.2049,  val_acc = 0.2524 
Epoch 16:  loss = 6.5911,  acc = 0.9500,  val_loss = 8.1719,  val_acc = 0.2631 
Epoch 17:  loss = 6.5410,  acc = 0.9700,  val_loss = 8.1562,  val_acc = 0.2635 
Epoch 18:  loss = 6.5288,  acc = 0.9750,  val_loss = 8.1443,  val_acc = 0.2692 
Epoch 19:  loss = 6.4726,  acc = 0.9800,  val_loss = 8.1510,  val_acc = 0.2693 
Epoch 20:  loss = 6.4467,  acc = 0.9850,  val_loss = 8.1592,  val_acc = 0.2676 
Epoch 21:  loss = 6.4323,  acc = 1.0000,  val_loss = 8.1508,  val_acc = 0.2744 
Epoch 22:  loss = 6.4096,  acc = 0.9900,  val_loss = 8.1408,  val_acc = 0.2812 
